City,Commute_Route,Commute_Distance_miles,Commute_Time_mins,Mode_of_Commute,Daily_Cost,Monthly_Cost,Cost_per_Mile,Value_Tier,Carbon_Impact,Best_Value_Rank,Worst_Value_Reason,Avg_Delay_mins,Commute_Type
Nottingham,West Bridgford - Nottingham,33.5,134,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
London,Croydon - London,15.4,34,Driving,12.12,266.64,0.79,Expensive,10.7,5,Congestion,6,Intercity
Glasgow,Paisley - Glasgow,7.9,17,Driving,8.66,190.52,1.1,Expensive,12.3,4,Congestion,6,Urban
Manchester,Stockport - Manchester,41.3,83,Driving,19.21,422.62,0.47,Moderate,13.7,4,Mild delays,11,Intercity
Sheffield,Rotherham - Sheffield,25.9,76,Bus,6.31,138.82,0.24,Cost-Effective,3,2,N/A,11,Intercity
London,Slough - London,30.6,33,Train,30,660,0.98,Expensive,9.6,3,High fare,2,Intercity
London,Slough - London,27.6,41,Train,10.36,227.92,0.38,Cost-Effective,8.1,2,N/A,6,Intercity
London,Reading - London,19.3,57,Driving,18.97,417.34,0.98,Expensive,7.8,3,Long duration,11,Intercity
Edinburgh,Dunfermline - Edinburgh,30.4,38,Train,35.44,779.68,1.17,Expensive,15.3,5,High fare,17,Intercity
Edinburgh,Livingston - Edinburgh,8.8,24,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Suburban
Bristol,Bath - Bristol,22.1,32,Train,29.87,657.14,1.35,Expensive,9.2,4,Congestion,17,Intercity
Edinburgh,Dunfermline - Edinburgh,16.6,27,Driving,11.57,254.54,0.7,Moderate,13.4,4,Mild delays,5,Intercity
London,Croydon - London,44.7,73,Driving,16.56,364.32,0.37,Cost-Effective,13.3,1,N/A,14,Intercity
Sheffield,Chesterfield - Sheffield,43,104,Bus,5.46,120.12,0.13,Expensive,3.4,5,Long duration,16,Intercity
Birmingham,Solihull - Birmingham,36.5,77,Driving,11.02,242.44,0.3,Cost-Effective,11.3,1,N/A,13,Intercity
Leeds,Bradford - Leeds,14.6,10,Train,15.75,346.5,1.08,Expensive,17.2,5,Long duration,0,Suburban
Bristol,Bath - Bristol,9.1,21,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Suburban
Nottingham,West Bridgford - Nottingham,6.6,10,Train,11.08,243.76,1.68,Expensive,9.8,3,Long duration,8,Urban
Bristol,Weston-super-Mare - Bristol,39.7,60,Driving,14.12,310.64,0.36,Cost-Effective,10.1,2,N/A,17,Intercity
Birmingham,Wolverhampton - Birmingham,35.4,135,Bus,3.69,81.18,0.1,Expensive,3.4,3,Congestion,0,Intercity
Bristol,Bath - Bristol,40.8,98,Driving,12.67,278.74,0.31,Expensive,10,3,High fare,9,Intercity
Edinburgh,Livingston - Edinburgh,13.2,21,Driving,14.28,314.16,1.08,Expensive,7.5,3,Long duration,7,Suburban
Nottingham,Beeston - Nottingham,18.3,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Liverpool,Birkenhead - Liverpool,7.8,16,Train,12.07,265.54,1.55,Expensive,17.4,4,Congestion,3,Urban
Manchester,Altrincham - Manchester,25.3,65,Driving,17.7,389.4,0.7,Moderate,8.7,2,Mild delays,5,Intercity
London,Slough - London,32.7,45,Train,33.13,728.86,1.01,Expensive,14.5,3,Congestion,8,Intercity
Glasgow,Paisley - Glasgow,11.1,23,Driving,9.95,218.9,0.9,Expensive,9.4,4,High fare,15,Suburban
Sheffield,Chesterfield - Sheffield,6.5,20,Train,13.84,304.48,2.13,Expensive,15.7,3,Long duration,3,Urban
Edinburgh,Livingston - Edinburgh,5,14,Train,11.64,256.08,2.33,Expensive,17.7,3,Congestion,7,Urban
Manchester,Altrincham - Manchester,14,10,Bus,3.83,84.26,0.27,Cost-Effective,3.2,1,N/A,11,Suburban
Bristol,Bath - Bristol,14.2,68,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Suburban
Sheffield,Rotherham - Sheffield,38.9,87,Driving,11.92,262.24,0.31,Cost-Effective,8.4,1,N/A,18,Intercity
Sheffield,Rotherham - Sheffield,18,35,Train,15.45,339.9,0.86,Expensive,11.7,4,High fare,0,Intercity
London,Reading - London,41.1,67,Train,34.2,752.4,0.83,Expensive,17.8,3,Long duration,15,Intercity
Bristol,Weston-super-Mare - Bristol,35.2,155,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Manchester,Stockport - Manchester,31.4,29,Train,12.35,271.7,0.39,Cost-Effective,13.4,2,N/A,16,Intercity
Birmingham,Solihull - Birmingham,33.4,54,Train,27.51,605.22,0.82,Expensive,17.5,4,Long duration,0,Intercity
Manchester,Altrincham - Manchester,6.7,10,Train,17.96,395.12,2.68,Expensive,14,4,Long duration,19,Urban
Birmingham,Wolverhampton - Birmingham,16.9,65,Bus,2.62,57.64,0.16,Cost-Effective,4.1,1,N/A,6,Intercity
Sheffield,Rotherham - Sheffield,25.4,46,Train,21.08,463.76,0.83,Expensive,17.3,5,Long duration,15,Intercity
Glasgow,Paisley - Glasgow,38.1,89,Driving,12.46,274.12,0.33,Cost-Effective,13.4,1,N/A,11,Intercity
Leeds,Bradford - Leeds,32.8,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Birmingham,Solihull - Birmingham,34.2,47,Train,34.21,752.62,1,Expensive,10,5,High fare,0,Intercity
Liverpool,St Helens - Liverpool,18.8,34,Train,20.07,441.54,1.07,Expensive,17.8,5,High fare,4,Intercity
London,Slough - London,39.3,91,Driving,13.87,305.14,0.35,Expensive,13.6,5,Congestion,10,Intercity
Edinburgh,Dunfermline - Edinburgh,24.9,88,Bus,4.28,94.16,0.17,Cost-Effective,2.7,2,N/A,12,Intercity
Sheffield,Chesterfield - Sheffield,36.4,138,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Edinburgh,Dunfermline - Edinburgh,6,23,Train,35.17,773.74,5.86,Expensive,8.1,4,Congestion,8,Urban
London,Reading - London,33.1,49,Train,17.05,375.1,0.52,Moderate,15,4,Mild delays,0,Intercity
Nottingham,Beeston - Nottingham,37.7,80,Driving,13.65,300.3,0.36,Cost-Effective,13.7,1,N/A,6,Intercity
Edinburgh,Livingston - Edinburgh,7.1,48,Bus,7.18,157.96,1.01,Expensive,2.7,4,Congestion,1,Urban
Bristol,Bath - Bristol,37,74,Driving,13.74,302.28,0.37,Cost-Effective,9.2,1,N/A,8,Intercity
Sheffield,Rotherham - Sheffield,10.3,10,Train,36.14,795.08,3.51,Expensive,14.7,4,Congestion,14,Suburban
Leeds,Bradford - Leeds,36.9,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
London,Reading - London,15,33,Train,34.98,769.56,2.33,Expensive,17.1,3,High fare,15,Suburban
Edinburgh,Dunfermline - Edinburgh,5.5,27,Train,30.22,664.84,5.49,Expensive,8.5,5,High fare,0,Urban
London,Reading - London,27,41,Driving,10.94,240.68,0.41,Moderate,11,4,Moderate fare,14,Intercity
Glasgow,East Kilbride - Glasgow,18.4,38,Bus,6.4,140.8,0.35,Cost-Effective,3.6,1,N/A,13,Intercity
Leeds,Bradford - Leeds,7.7,10,Train,22.98,505.56,2.98,Expensive,14.9,4,Congestion,3,Urban
Liverpool,Birkenhead - Liverpool,18.3,47,Driving,6.79,149.38,0.37,Cost-Effective,9,1,N/A,16,Intercity
Bristol,Bath - Bristol,42.8,180,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Nottingham,Beeston - Nottingham,30.3,108,Bus,3.19,70.18,0.11,Expensive,3.7,3,High fare,10,Intercity
Manchester,Altrincham - Manchester,35,49,Train,18.29,402.38,0.52,Moderate,12.3,4,Mild delays,11,Intercity
Glasgow,East Kilbride - Glasgow,44.2,82,Driving,6.95,152.9,0.16,Cost-Effective,10.1,2,N/A,14,Intercity
Bristol,Weston-super-Mare - Bristol,12.2,42,Driving,15.86,348.92,1.3,Expensive,9.4,5,Long duration,20,Suburban
Birmingham,Solihull - Birmingham,18.9,47,Bus,4.39,96.58,0.23,Cost-Effective,3.1,1,N/A,4,Intercity
London,Slough - London,13.2,10,Train,18.62,409.64,1.41,Expensive,14.6,5,High fare,8,Suburban
Birmingham,Solihull - Birmingham,43.7,129,Bus,5.62,123.64,0.13,Expensive,2.3,5,Congestion,3,Intercity
Manchester,Altrincham - Manchester,8,14,Driving,7.29,160.38,0.91,Expensive,10.8,4,High fare,17,Urban
Birmingham,Wolverhampton - Birmingham,29.9,121,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Bristol,Weston-super-Mare - Bristol,30.9,76,Driving,14.54,319.88,0.47,Moderate,8.5,3,Moderate fare,19,Intercity
Leeds,Bradford - Leeds,15.8,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Liverpool,St Helens - Liverpool,28.9,83,Bus,5.53,121.66,0.19,Cost-Effective,4.8,1,N/A,13,Intercity
Edinburgh,Livingston - Edinburgh,32.2,51,Train,22.24,489.28,0.69,Moderate,8.2,3,Mild delays,16,Intercity
Leeds,Wakefield - Leeds,28.3,52,Driving,19.41,427.02,0.69,Moderate,9.2,3,Moderate fare,13,Intercity
Nottingham,West Bridgford - Nottingham,38.6,41,Train,15.66,344.52,0.41,Moderate,14.7,2,Mild delays,10,Intercity
Bristol,Bath - Bristol,44.1,167,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Glasgow,East Kilbride - Glasgow,34.9,102,Bus,7.49,164.78,0.21,Expensive,3.7,3,High fare,8,Intercity
Nottingham,West Bridgford - Nottingham,15.3,50,Driving,6.13,134.86,0.4,Cost-Effective,10.7,1,N/A,16,Intercity
Manchester,Stockport - Manchester,29.5,39,Train,29.13,640.86,0.99,Expensive,10.4,5,Congestion,4,Intercity
London,Reading - London,33.6,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
London,Croydon - London,5.5,17,Driving,9.48,208.56,1.72,Expensive,7.7,3,Long duration,16,Urban
Birmingham,Solihull - Birmingham,15.8,72,Bus,5.64,124.08,0.36,Cost-Effective,4.7,2,N/A,4,Intercity
Birmingham,Solihull - Birmingham,8.2,10,Train,38.54,847.88,4.7,Expensive,16.4,5,Congestion,0,Suburban
Bristol,Bath - Bristol,37.2,41,Train,28.5,627,0.77,Expensive,15.4,3,High fare,3,Intercity
Sheffield,Rotherham - Sheffield,34.5,71,Driving,13.3,292.6,0.39,Cost-Effective,6.5,2,N/A,11,Intercity
Liverpool,Birkenhead - Liverpool,19.8,41,Driving,13.54,297.88,0.68,Moderate,8.2,3,Moderate fare,7,Intercity
Manchester,Altrincham - Manchester,19.7,48,Driving,18.53,407.66,0.94,Expensive,11.3,4,Long duration,15,Intercity
Glasgow,East Kilbride - Glasgow,36.5,98,Driving,9.48,208.56,0.26,Expensive,11.6,5,Congestion,1,Intercity
Edinburgh,Dunfermline - Edinburgh,22.1,55,Bus,4.66,102.52,0.21,Cost-Effective,4.6,1,N/A,6,Intercity
Birmingham,Solihull - Birmingham,42.5,58,Train,10.66,234.52,0.25,Cost-Effective,11,1,N/A,13,Intercity
Sheffield,Rotherham - Sheffield,25.1,28,Driving,6.79,149.38,0.27,Cost-Effective,9.9,2,N/A,8,Intercity
Leeds,Bradford - Leeds,42.1,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Sheffield,Rotherham - Sheffield,21.4,38,Driving,15.17,333.74,0.71,Expensive,8.1,5,Congestion,6,Intercity
Edinburgh,Livingston - Edinburgh,11.4,29,Driving,18.34,403.48,1.61,Expensive,12.5,3,Congestion,1,Suburban
Birmingham,Wolverhampton - Birmingham,32.4,119,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Liverpool,St Helens - Liverpool,9.4,27,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Suburban
Sheffield,Chesterfield - Sheffield,15,16,Driving,13.21,290.62,0.88,Expensive,10.3,4,Congestion,16,Suburban
Sheffield,Rotherham - Sheffield,19.3,39,Train,33.68,740.96,1.75,Expensive,11.1,5,Congestion,13,Intercity
Bristol,Weston-super-Mare - Bristol,41.6,77,Driving,19.34,425.48,0.46,Moderate,8.6,3,Mild delays,4,Intercity
Nottingham,Beeston - Nottingham,19.2,46,Driving,18.27,401.94,0.95,Expensive,6.8,4,High fare,12,Intercity
Manchester,Altrincham - Manchester,20.7,41,Driving,13.75,302.5,0.66,Moderate,10,4,Moderate fare,14,Intercity
Liverpool,Birkenhead - Liverpool,12.8,161,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Suburban
Birmingham,Wolverhampton - Birmingham,38.5,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Glasgow,Paisley - Glasgow,39.4,55,Train,28.32,623.04,0.72,Expensive,9.6,4,Long duration,7,Intercity
Bristol,Weston-super-Mare - Bristol,31.9,82,Driving,8.51,187.22,0.27,Cost-Effective,11.6,1,N/A,12,Intercity
Glasgow,Paisley - Glasgow,14.2,29,Driving,8.26,181.72,0.58,Moderate,6.7,2,Moderate fare,1,Suburban
Nottingham,West Bridgford - Nottingham,5.8,43,Bus,2.99,65.78,0.52,Moderate,5.6,2,Mild delays,7,Urban
Manchester,Altrincham - Manchester,14.7,160,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Suburban
Nottingham,Beeston - Nottingham,13.9,17,Train,25.58,562.76,1.84,Expensive,14.1,5,High fare,8,Suburban
Manchester,Altrincham - Manchester,14.8,27,Driving,9.28,204.16,0.63,Moderate,7.8,3,Mild delays,17,Suburban
Liverpool,Birkenhead - Liverpool,43.4,79,Driving,14.63,321.86,0.34,Cost-Effective,10.5,1,N/A,3,Intercity
Liverpool,St Helens - Liverpool,21.6,45,Train,30.89,679.58,1.43,Expensive,15,5,Long duration,13,Intercity
Bristol,Weston-super-Mare - Bristol,11.9,10,Driving,13,286,1.09,Expensive,9.3,4,Long duration,9,Suburban
Nottingham,West Bridgford - Nottingham,39.8,86,Driving,7.62,167.64,0.19,Cost-Effective,10.8,1,N/A,7,Intercity
Leeds,Wakefield - Leeds,9.7,160,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Suburban
London,Croydon - London,18.5,32,Train,16.19,356.18,0.88,Expensive,11.9,5,High fare,4,Intercity
Glasgow,Paisley - Glasgow,40.8,53,Train,16.13,354.86,0.4,Cost-Effective,13.1,1,N/A,10,Intercity
Liverpool,St Helens - Liverpool,21.8,32,Train,26.82,590.04,1.23,Expensive,14.3,5,Long duration,10,Intercity
Liverpool,Birkenhead - Liverpool,32.5,41,Train,17.6,387.2,0.54,Moderate,8.1,2,Moderate fare,14,Intercity
Leeds,Bradford - Leeds,33.9,82,Driving,17.5,385,0.52,Moderate,12.7,3,Moderate fare,9,Intercity
Edinburgh,Livingston - Edinburgh,24.4,37,Train,20.01,440.22,0.82,Expensive,15.9,5,Congestion,4,Intercity
Glasgow,Paisley - Glasgow,23.1,37,Train,36.48,802.56,1.58,Expensive,12.7,5,Long duration,15,Intercity
Nottingham,Beeston - Nottingham,8,10,Train,21.63,475.86,2.7,Expensive,16,4,Long duration,1,Urban
Leeds,Bradford - Leeds,41.1,78,Driving,13.58,298.76,0.33,Cost-Effective,13.7,2,N/A,11,Intercity
Liverpool,Birkenhead - Liverpool,7.7,20,Train,29.45,647.9,3.82,Expensive,8.7,4,Congestion,16,Urban
Sheffield,Chesterfield - Sheffield,20,36,Driving,19.96,439.12,1,Expensive,10.5,5,Long duration,8,Intercity
Nottingham,West Bridgford - Nottingham,17.8,40,Train,16.6,365.2,0.93,Expensive,11.5,3,Congestion,9,Intercity
Manchester,Stockport - Manchester,19.9,27,Train,23.93,526.46,1.2,Expensive,15.2,5,Congestion,17,Intercity
Nottingham,Beeston - Nottingham,31.3,40,Train,31.26,687.72,1,Expensive,8.1,5,Long duration,2,Intercity
Birmingham,Solihull - Birmingham,13.7,18,Train,10.16,223.52,0.74,Expensive,16,3,Congestion,18,Suburban
Liverpool,Birkenhead - Liverpool,35.9,97,Driving,13.68,300.96,0.38,Expensive,6.5,5,Long duration,12,Intercity
Liverpool,Birkenhead - Liverpool,35.7,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Nottingham,West Bridgford - Nottingham,35.1,56,Train,34.09,749.98,0.97,Expensive,13.2,4,Long duration,20,Intercity
Liverpool,Birkenhead - Liverpool,10.6,34,Driving,16.39,360.58,1.55,Expensive,7.4,3,High fare,16,Suburban
Birmingham,Wolverhampton - Birmingham,12.8,43,Driving,18.47,406.34,1.44,Expensive,12,3,High fare,2,Suburban
Manchester,Altrincham - Manchester,41.3,132,Bus,5.92,130.24,0.14,Expensive,5.6,3,Long duration,12,Intercity
Bristol,Weston-super-Mare - Bristol,28.2,56,Train,28.97,637.34,1.03,Expensive,9.6,4,Congestion,11,Intercity
London,Slough - London,24,26,Train,16.07,353.54,0.67,Moderate,11.1,3,Mild delays,7,Intercity
Edinburgh,Livingston - Edinburgh,14.7,68,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Suburban
Liverpool,Birkenhead - Liverpool,13.6,28,Train,25.21,554.62,1.85,Expensive,9.9,4,Long duration,6,Suburban
Leeds,Wakefield - Leeds,8.1,10,Train,30.88,679.36,3.81,Expensive,11.8,3,Long duration,9,Suburban
London,Croydon - London,37.9,162,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Sheffield,Rotherham - Sheffield,15.9,56,Bus,6.15,135.3,0.39,Cost-Effective,3.1,1,N/A,3,Intercity
Manchester,Stockport - Manchester,42.6,49,Train,18.09,397.98,0.42,Moderate,9.9,2,Mild delays,0,Intercity
Glasgow,East Kilbride - Glasgow,32.8,114,Bus,3.31,72.82,0.1,Expensive,4.4,4,High fare,17,Intercity
Nottingham,Beeston - Nottingham,15.6,72,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Leeds,Wakefield - Leeds,36.1,78,Driving,16.65,366.3,0.46,Moderate,7.5,4,Mild delays,20,Intercity
Liverpool,Birkenhead - Liverpool,8.5,10,Train,22.97,505.34,2.7,Expensive,8.3,4,High fare,16,Suburban
Sheffield,Chesterfield - Sheffield,15.4,37,Train,11.01,242.22,0.71,Expensive,16.8,3,Congestion,6,Intercity
London,Croydon - London,14.7,16,Train,30.01,660.22,2.04,Expensive,11.2,3,Long duration,5,Suburban
Edinburgh,Livingston - Edinburgh,40.9,62,Train,36.64,806.08,0.9,Expensive,11.3,4,High fare,16,Intercity
Glasgow,Paisley - Glasgow,41,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Leeds,Wakefield - Leeds,28.1,63,Driving,6.94,152.68,0.25,Cost-Effective,6.8,1,N/A,17,Intercity
Bristol,Bath - Bristol,45,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
London,Slough - London,37.3,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Manchester,Altrincham - Manchester,39.3,57,Train,13.9,305.8,0.35,Cost-Effective,8.2,1,N/A,10,Intercity
Sheffield,Chesterfield - Sheffield,19.4,24,Train,33.51,737.22,1.73,Expensive,13.7,3,Long duration,12,Intercity
Bristol,Bath - Bristol,17.5,14,Train,10.43,229.46,0.6,Moderate,15.6,2,Moderate fare,19,Intercity
London,Reading - London,29.9,68,Driving,16.67,366.74,0.56,Moderate,6.3,3,Moderate fare,19,Intercity
Leeds,Wakefield - Leeds,38.5,68,Train,28.74,632.28,0.75,Expensive,16.6,4,High fare,19,Intercity
Birmingham,Solihull - Birmingham,28.5,62,Train,27.43,603.46,0.96,Expensive,17.9,5,High fare,9,Intercity
Manchester,Stockport - Manchester,35.3,70,Train,21.68,476.96,0.61,Moderate,10.3,2,Mild delays,7,Intercity
Bristol,Weston-super-Mare - Bristol,28.9,38,Train,37.85,832.7,1.31,Expensive,17.3,3,Congestion,19,Intercity
Manchester,Stockport - Manchester,18.7,13,Train,39.87,877.14,2.13,Expensive,17.8,4,Congestion,12,Intercity
Manchester,Stockport - Manchester,31,47,Train,34.13,750.86,1.1,Expensive,15.2,4,High fare,19,Intercity
Nottingham,Beeston - Nottingham,28.7,56,Driving,15.45,339.9,0.54,Moderate,11.4,4,Moderate fare,2,Intercity
Leeds,Bradford - Leeds,19.9,23,Train,38.25,841.5,1.92,Expensive,9.7,5,Long duration,16,Intercity
Nottingham,West Bridgford - Nottingham,25,111,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Manchester,Stockport - Manchester,30.9,57,Train,18.26,401.72,0.59,Moderate,9.6,3,Moderate fare,12,Intercity
Leeds,Wakefield - Leeds,30.4,46,Driving,15.87,349.14,0.52,Moderate,9.6,4,Mild delays,19,Intercity
Glasgow,East Kilbride - Glasgow,31.7,130,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Bristol,Weston-super-Mare - Bristol,38.5,62,Train,30.99,681.78,0.8,Expensive,16.4,3,High fare,19,Intercity
London,Reading - London,37.1,90,Driving,19.45,427.9,0.52,Moderate,10.3,4,Mild delays,8,Intercity
Glasgow,East Kilbride - Glasgow,24.5,35,Driving,14.02,308.44,0.57,Moderate,8.2,3,Moderate fare,6,Intercity
Sheffield,Rotherham - Sheffield,41.9,59,Train,27.5,605,0.66,Moderate,13.9,3,Moderate fare,6,Intercity
Nottingham,West Bridgford - Nottingham,19.2,45,Bus,5.64,124.08,0.29,Cost-Effective,5.5,2,N/A,4,Intercity
Liverpool,Birkenhead - Liverpool,40.3,58,Train,29.77,654.94,0.74,Expensive,10.1,5,High fare,19,Intercity
Manchester,Altrincham - Manchester,39.5,156,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Birmingham,Wolverhampton - Birmingham,34.5,71,Driving,10.01,220.22,0.29,Cost-Effective,12.4,2,N/A,5,Intercity
Birmingham,Solihull - Birmingham,44.9,93,Driving,12.51,275.22,0.28,Expensive,12.8,3,Congestion,7,Intercity
Manchester,Altrincham - Manchester,7.5,11,Train,20.06,441.32,2.67,Expensive,8.7,5,High fare,18,Urban
Birmingham,Wolverhampton - Birmingham,44,69,Train,38.14,839.08,0.87,Expensive,8.9,3,High fare,8,Intercity
Birmingham,Solihull - Birmingham,20.4,65,Bus,2.43,53.46,0.12,Cost-Effective,2.8,1,N/A,0,Intercity
London,Reading - London,14.2,10,Train,13.03,286.66,0.92,Expensive,9.7,3,Long duration,9,Suburban
Manchester,Stockport - Manchester,10.9,19,Driving,19.62,431.64,1.8,Expensive,12.1,4,Long duration,17,Suburban
Edinburgh,Livingston - Edinburgh,43.7,157,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Manchester,Altrincham - Manchester,36.9,68,Driving,10.57,232.54,0.29,Cost-Effective,8.4,1,N/A,17,Intercity
Manchester,Stockport - Manchester,14.3,24,Driving,10.97,241.34,0.77,Expensive,11.4,4,Long duration,16,Suburban
Birmingham,Wolverhampton - Birmingham,7.5,10,Train,16.32,359.04,2.18,Expensive,16.1,5,Congestion,9,Urban
Leeds,Wakefield - Leeds,10.9,52,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Suburban
Sheffield,Rotherham - Sheffield,11.2,27,Bus,2.5,55,0.22,Cost-Effective,3.9,1,N/A,12,Suburban
Manchester,Altrincham - Manchester,17.1,50,Driving,7.92,174.24,0.46,Moderate,10.6,3,Moderate fare,1,Intercity
Glasgow,East Kilbride - Glasgow,25.2,40,Train,14.32,315.04,0.57,Moderate,14.2,4,Moderate fare,10,Intercity
Manchester,Altrincham - Manchester,15.9,35,Bus,4.76,104.72,0.3,Cost-Effective,3.2,2,N/A,8,Intercity
Birmingham,Solihull - Birmingham,37.9,151,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Edinburgh,Livingston - Edinburgh,7.3,10,Train,31.75,698.5,4.35,Expensive,13.7,4,Long duration,13,Urban
Nottingham,West Bridgford - Nottingham,31.7,35,Driving,16.88,371.36,0.53,Moderate,12.9,3,Mild delays,13,Intercity
Manchester,Stockport - Manchester,17.6,71,Bus,7.94,174.68,0.45,Moderate,5.6,4,Mild delays,5,Intercity
Birmingham,Wolverhampton - Birmingham,19.9,41,Driving,8.73,192.06,0.44,Moderate,9.9,3,Mild delays,1,Intercity
London,Reading - London,34.7,18,Train,35.15,773.3,1.01,Expensive,11.6,4,Congestion,16,Intercity
Glasgow,East Kilbride - Glasgow,39.4,61,Driving,11.7,257.4,0.3,Cost-Effective,8.6,1,N/A,0,Intercity
Birmingham,Wolverhampton - Birmingham,23.2,40,Driving,8.75,192.5,0.38,Cost-Effective,13.6,1,N/A,2,Intercity
Nottingham,West Bridgford - Nottingham,12,21,Train,27.03,594.66,2.25,Expensive,13.8,5,Congestion,0,Suburban
Edinburgh,Livingston - Edinburgh,24.6,24,Train,26.58,584.76,1.08,Expensive,11.7,5,Congestion,6,Intercity
Glasgow,Paisley - Glasgow,31.5,53,Train,14.24,313.28,0.45,Moderate,13.7,2,Mild delays,5,Intercity
Sheffield,Rotherham - Sheffield,12.4,23,Bus,3.1,68.2,0.25,Cost-Effective,5.3,1,N/A,4,Suburban
Leeds,Wakefield - Leeds,16.4,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Birmingham,Solihull - Birmingham,42.1,127,Bus,2.86,62.92,0.07,Expensive,3.5,4,Long duration,6,Intercity
Leeds,Wakefield - Leeds,36.9,59,Train,21.02,462.44,0.57,Moderate,8.9,3,Moderate fare,17,Intercity
London,Reading - London,27.3,44,Train,15.25,335.5,0.56,Moderate,14.7,4,Mild delays,14,Intercity
Nottingham,West Bridgford - Nottingham,13.8,25,Train,16.55,364.1,1.2,Expensive,16.7,3,Congestion,2,Suburban
Glasgow,Paisley - Glasgow,15,49,Bus,5.76,126.72,0.38,Cost-Effective,5,1,N/A,13,Suburban
Birmingham,Solihull - Birmingham,11.1,26,Driving,12.42,273.24,1.12,Expensive,8.8,3,High fare,2,Suburban
Nottingham,West Bridgford - Nottingham,8.8,21,Train,11.2,246.4,1.27,Expensive,10.9,3,Congestion,1,Suburban
Birmingham,Wolverhampton - Birmingham,13.3,26,Driving,9.33,205.26,0.7,Moderate,13.3,3,Mild delays,1,Suburban
Nottingham,Beeston - Nottingham,23.7,51,Train,14.63,321.86,0.62,Moderate,12.9,4,Mild delays,13,Intercity
Leeds,Wakefield - Leeds,22.2,31,Train,27.91,614.02,1.26,Expensive,18,3,Long duration,5,Intercity
Edinburgh,Dunfermline - Edinburgh,35.8,65,Train,15.12,332.64,0.42,Moderate,8.3,2,Moderate fare,19,Intercity
Liverpool,Birkenhead - Liverpool,13.2,16,Train,20.21,444.62,1.53,Expensive,13.1,5,Congestion,20,Suburban
Bristol,Weston-super-Mare - Bristol,29.6,59,Driving,13.02,286.44,0.44,Moderate,6.4,2,Mild delays,5,Intercity
Manchester,Altrincham - Manchester,6.4,32,Bus,5.31,116.82,0.83,Expensive,3.8,4,Congestion,6,Urban
Birmingham,Solihull - Birmingham,38.6,42,Train,11.49,252.78,0.3,Cost-Effective,15.2,1,N/A,4,Intercity
Sheffield,Chesterfield - Sheffield,9.5,23,Bus,5.65,124.3,0.59,Moderate,3.1,4,Mild delays,12,Suburban
Leeds,Wakefield - Leeds,11.9,38,Driving,11.49,252.78,0.97,Expensive,12,4,Congestion,13,Suburban
Nottingham,Beeston - Nottingham,10,10,Train,33.18,729.96,3.32,Expensive,10.4,3,Congestion,15,Suburban
Birmingham,Solihull - Birmingham,32.1,135,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Glasgow,East Kilbride - Glasgow,20.5,31,Train,11.98,263.56,0.58,Moderate,8.2,2,Moderate fare,10,Intercity
London,Croydon - London,38.1,94,Driving,9.28,204.16,0.24,Expensive,8.8,4,Congestion,9,Intercity
